"id_pessoa";"idade_pessoa";"salario_pessoa";"propriedade_pessoa";"tempo_trabalho";"id_emprestimo";"motivo_emprestimo";"nivel_emprestimo";"total_emprestimo";"taxa_juros";"possibilidade_inadimplencia";"renda_percentual";"id_historico";"inadimplencia_historico";"tempo_ultimo_credito"
"6jiSvhc5-qimF";33;21000;"Propria";1.0;"2wIrmvB0-QECT";"Educativo";"B";7750;11.83;0;0.37;"WecYr6LT-nvdE";"nao";6
"I134b4t2-qGMv";23;60000;"Alugada";3.0;"MHOskU4Z-edNi";"Educativo";"B";8000;10.25;0;0.13;"UqhklASa-vHea";"nao";3
"0rYOTj6x-FHKx";25;37000;"Hipotecada";6.0;"3QbvknXo-O2A6";"Melhora do lar";"D";7000;15.62;0;0.19;"vrz7WYTB-4pHY";"sim";3
"2tuO14gL-FokM";25;96000;"Hipotecada";4.0;"Pctzr5Sh-SgbU";"Empreendimento";"B";10925;12.69;0;0.11;"hEnwha3Q-Czn1";"nao";4
"SjDGGiWH-Rt1I";23;90000;"Hipotecada";4.0;"hxM3G6qx-G26p";"Medico";"B";4800;10.36;0;0.05;"9BkYDvkI-aYtQ";"nao";4
"yWkuZpZ2-PrCw";31;57758;"Hipotecada";0.0;"eUAe7mAp-NleF";"Pagamento de debitos";"A";12000;6.62;0;0.21;"gu2wTDXw-PFIF";"nao";9
"1MA39CZt-kOYg";22;43000;"Alugada";5.0;"157CXxAS-a0H7";"Empreendimento";"B";2400;10.99;0;0.06;"G44ByoJk-ORyu";"nao";4
"0IjGjQkf-eFza";26;85000;"Hipotecada";0.0;"oeyp9jci-enaa";"Medico";"A";11600;5.42;0;0.14;"xmmlp2C3-LcQz";"nao";4
"rECvO0Em-Z5qr";23;35000;"Alugada";0.0;"GGfbK8sB-QrUe";"Educativo";"B";7000;10.99;0;0.2;"E4RMzZfl-Eewk";"nao";3
"AmjoyOfn-Tk16";31;111000;"Hipotecada";3.0;"cbuk0jBH-Y0l2";"Melhora do lar";"A";5150;6.62;0;0.05;"O8LaeJ9v-kG7S";"nao";6
"a5M8B9Qc-2UkE";29;54000;"Hipotecada";8.0;"hnLh5Pw3-w7fo";"Medico";"A";7500;7.49;1;0.14;"NsK8mZRA-3huP";"nao";7
"7tGK6oHQ-yixb";33;33852;"Alugada";4.0;"U1UcQBQj-iBv9";"Educativo";"B";10000;15.33;1;0.295403521;"zJxq11X6-5DdR";"nao";4
"6Uafy9vI-h30I";27;41000;"Alugada";4.0;"4evJ6OIp-nMi2";"Pagamento de debitos";"C";8000;12.84;1;0.2;"cXoHx8hZ-2Oh5";"sim";10
"rlz1mqUF-pNuf";24;60000;"Hipotecada";6.0;"8OO7mkoj-JscW";"Melhora do lar";"A";14000;8.94;0;0.23;"GS4tD9yO-MQpp";"nao";2
"ibXwgDfp-m8Ns";22;41500;"Alugada";6.0;"DnFUTdvF-hxGq";"Pessoal";"D";2500;15.62;0;0.06;"DQ3MC4Kq-P8vg";"nao";2
"e7QUsJ8c-v2MM";28;44300;"Hipotecada";12.0;"gflunYFp-TRSO";"Melhora do lar";"A";4325;7.49;0;0.1;"1xKiPf9m-GZPS";"nao";5
"dNSUzGod-HGwY";26;58000;"Hipotecada";10.0;"8tC4mqB8-9EsO";"Empreendimento";"B";5000;10.62;0;0.09;"jPAYkOIZ-eA1T";"nao";2
"0lIO1RBb-nuRN";26;122500;"Alugada";1.0;"auBIsfwh-FW9l";"Melhora do lar";"B";10000;10.65;0;0.08;"M5DbUCmP-vvuz";"nao";2
"WHPh2Yw3-ltDb";29;85000;"Hipotecada";9.0;"t5FPB8K5-FoR5";"Empreendimento";"B";20000;10.38;0;0.24;"9PpRUgRS-3Kwd";"nao";9
"0RAaUcXc-1NFJ";35;30996;"Alugada";18.0;"F5DuNhBQ-R614";"Educativo";"C";4200;14.79;0;0.14;"R2Re6P1J-w8j9";"sim";6
"wLD0t9C9-Caqx";27;35000;"Alugada";4.0;"ggHJFtH7-TliP";"Educativo";"B";12800;10.0;1;0.37;"5kNJGkSs-dYpO";"nao";7
"Z5JJ9XcB-l5GA";32;110000;"Hipotecada";2.0;"kvgcj8SW-qTmF";"Empreendimento";"B";5600;10.74;0;0.05;"2nn9ijYH-CSj3";"nao";7
"upcStGjv-qXR8";25;31200;"Propria";0.0;"OqIkgKiw-9oyX";"Melhora do lar";"E";4000;17.19;1;0.13;"SULw14MN-6MNZ";"sim";4
"WwL7JZBq-ApL9";33;40000;"Hipotecada";4.0;"m8hIYvhc-XcDK";"Educativo";"A";5000;7.51;0;0.13;"kZFdbJG7-pS5s";"nao";8
"umhAZ2OC-mKDY";23;32000;"Alugada";0.0;"vyScmbPk-AXqE";"Educativo";"A";4000;7.68;0;0.13;"4hOK8aZj-Py5t";"nao";3
"IuXB8Yjw-FErj";22;37500;"Alugada";0.0;"Q8RoXns9-X0C0";"Medico";"B";9000;9.63;0;0.24;"suLkmLiK-c0pb";"nao";4
"hEBs0R6y-8T12";23;39200;"Alugada";1.0;"NLFlIhWu-TpDK";"Educativo";"A";2500;7.74;0;0.06;"rY7Y5E7T-6kpk";"nao";3
"0fcl4yJq-zTIX";35;34000;"Alugada";1.0;"EYOjGkRe-2sUp";"Pessoal";"B";9250;10.59;1;0.27;"YZWH7vAl-En4b";"nao";10
"K09JyXxI-HFmD";24;62400;"Alugada";4.0;"GhrIl4ok-oX6E";"Pagamento de debitos";"D";20000;14.84;1;0.32;"GcPaT0Ay-xRt7";"nao";4
"ToquGZl9-d0sU";23;73426;"Hipotecada";0.0;"lXC1FLtZ-dWfH";"Pagamento de debitos";"C";7500;0.0;0;0.1;"McT8oNPx-WBDr";"sim";2
"uINh1ob7-BlgT";23;45000;"Hipotecada";2.0;"NuXkwZLB-pwWD";"Pessoal";"A";3000;7.05;0;0.07;"xGt8jxYm-wPnW";"nao";3
"UWiSRE9G-YbTg";24;45792;"Alugada";3.0;"mj54iUH4-wSQv";"Pessoal";"B";17000;10.38;1;0.37;"EFdFHtHB-XvP9";"nao";3
"56qQGIT5-gUrk";28;55704;"Hipotecada";12.0;"4q2opuOe-pdaM";"Pagamento de debitos";"A";8400;7.51;0;0.15;"lEuhSSGw-sxh4";"nao";9
"7bi6RDSA-AAmA";31;46080;"Alugada";3.0;"9BjPgcGz-tG7d";"Medico";"E";2800;17.56;0;0.06;"G17aYoOy-fDmv";"nao";10
"tbKteagJ-bMZ1";33;120000;"Hipotecada";6.0;"aOaXP6ro-eUfF";"Medico";"A";4500;5.99;0;0.04;"Dd2Hvoud-Gr6k";"nao";5
"oUWRyisQ-Hal7";35;80000;"Alugada";0.0;"ezcmPRci-Y0wZ";"Educativo";"B";7050;8.88;0;0.09;"AjgUdzSL-AnxY";"nao";10
"mOE6C4Re-px0q";23;67000;"Alugada";7.0;"Gcfkdfms-wzr2";"Medico";"B";3000;10.99;0;0.04;"xjBNelGH-G3hX";"nao";2
"HZK2Ez33-xWsD";21;86000;"Alugada";5.0;"fYr5WqZX-hGTr";"Educativo";"B";6000;10.0;0;0.07;"1Ruv1Td7-ciib";"nao";4
"EhmiqGnh-d3Hw";22;18996;"Alugada";1.0;"eqGggawG-7DqN";"Medico";"D";1500;0.0;1;0.08;"a22lpWId-0fH8";"sim";3
"1PmGyRje-TXdO";29;44000;"Alugada";14.0;"BocUqA5J-fAZl";"Pagamento de debitos";"B";16000;0.0;1;0.36;"E4ZFaoqT-9kRr";"nao";9
"caoNPaSM-Khgs";37;74400;"Propria";21.0;"9GHTT5YZ-6jQG";"Empreendimento";"A";7500;7.05;0;0.1;"pLFvElCn-oqf7";"nao";11
"gRpUOioU-e9zD";28;24000;"Alugada";4.0;"4fcmGCkC-i1gn";"Pessoal";"C";5600;12.68;0;0.23;"L7ANGhnX-bKJR";"sim";5
"yTuqNBgK-g18r";25;45000;"Hipotecada";5.0;"q7JN1yEz-Rtjl";"Educativo";"B";3800;10.65;0;0.08;"oQlzUdHT-UcAW";"nao";3
"6HfphWyc-ctCd";33;108000;"Hipotecada";17.0;"KeO2YBuv-N3pl";"Pessoal";"C";7200;14.35;0;0.07;"CikqrzK4-cFe2";"sim";6
"Ln7ERR4U-wBUD";24;100000;"Hipotecada";8.0;"qe5cwQon-uKMt";"Educativo";"A";16800;7.88;0;0.17;"3fUEoCFA-0lul";"nao";4
"XRgQq7ZR-obez";23;17004;"Alugada";3.0;"uGfNUxgE-7nLX";"Medico";"A";5000;6.54;1;0.29;"CxGKW6Er-LwbK";"nao";2
"Yxr0zXmp-MkuW";41;50000;"Alugada";0.0;"ATM8fZGv-dabQ";"Medico";"B";6000;10.71;0;0.12;"bXKsnEAr-WX84";"nao";11
"ju323piP-XFCm";35;29568;"Hipotecada";6.0;"Y9n0IbZh-B1Ho";"Pessoal";"C";6000;13.23;0;0.2;"OkJvs1H2-2SCo";"sim";10
"5HJuMPMC-Sw6x";25;30000;"Alugada";6.0;"et0ZNFHN-ZybU";"Medico";"B";4000;9.76;0;0.13;"yhTHLWqs-lWIy";"nao";3
"qOvLxofq-iwCn";25;150000;"Hipotecada";9.0;"Ln9yFluq-kO8O";"Melhora do lar";"B";25000;10.37;0;0.17;"tG2qo7Mf-QTaj";"nao";2
"m8eQT3OA-ntbJ";34;53995;"Alugada";10.0;"bhYRcoGy-MWyR";"Pessoal";"B";5000;9.63;0;0.09;"5UJpvFTv-r1u0";"nao";6
"dgm7QsO4-NlD6";30;40000;"Alugada";14.0;"7l2T16ZO-z2I8";"Empreendimento";"A";5500;6.62;0;0.14;"Q9FIaZse-BcFN";"nao";8
"GCTIWZJe-bI1I";21;35000;"Propria";2.0;"rpdWS2xC-4iPu";"Empreendimento";"C";7200;15.23;0;0.21;"HNq4mJnD-FpRg";"nao";4
"1fA99tMi-BsZs";23;58000;"Propria";4.0;"Xhx0Zp3Y-oXIu";"Medico";"B";15000;10.25;0;0.26;"XTI4od6J-TKE7";"nao";3
"8tlDPMKl-FCF4";25;49000;"Alugada";3.0;"D6sc86SJ-Mgdr";"Educativo";"A";1000;7.66;0;0.02;"I1o6YWvk-7bLe";"nao";3
"9j1DckvO-bbuU";23;35000;"Alugada";2.0;"y1FFkyFq-a9dz";"Pagamento de debitos";"B";22250;12.69;1;0.64;"SAkDQ9of-voGm";"nao";3
"Lgw44QAY-TLlL";24;62000;"Alugada";4.0;"Dj95iZLW-HzMi";"Educativo";"C";2000;13.49;0;0.03;"kONgcwzp-mkve";"nao";3
"X37IRs9S-wl0A";23;98280;"Hipotecada";7.0;"FW5qnhkC-QCDv";"Pessoal";"A";9400;6.62;0;0.1;"93u6RjHO-B9qA";"nao";3
"Z3STLt5d-seI6";28;32004;"Alugada";5.0;"HsLLKXDF-3Rzl";"Empreendimento";"C";6000;13.99;0;0.19;"xrC1zYMk-Iycx";"nao";9
"bt5Uhe31-1TmU";23;45500;"Propria";5.0;"qrqM7ot8-Ogrx";"Educativo";"C";14000;14.72;0;0.31;"IB9TTGIZ-PcZ7";"sim";2
"OGie1Ri9-CIRK";24;37000;"Alugada";3.0;"OLYAsMAi-wfZS";"Pessoal";"B";5500;9.2;0;0.15;"eI5NOq1f-cQKK";"nao";2
"cZFWS1Ek-gKrR";25;79404;"Outros Casos";0.0;"uqYE1zns-bO5e";"Empreendimento";"D";20000;15.05;0;0.25;"jtOEMFre-56pP";"nao";3
"S0sYCTjh-fXDp";38;108000;"Alugada";3.0;"8H5stHO9-rhtR";"Pessoal";"D";5000;15.21;1;0.05;"lJrSR3Ss-znwX";"sim";17
"dG5lBzUU-AL76";23;45000;"Alugada";2.0;"nS2MRyAt-uMX3";"Outro";"A";10800;15.95;1;0.24;"uoeg47Fu-W1sw";"nao";2
"odum1t1S-BTuo";23;60000;"Hipotecada";4.0;"jFanXvLs-oR32";"Educativo";"A";13000;6.91;0;0.22;"RWIBb3Us-8nlA";"nao";2
"5aG9iHg3-Bf6i";24;105000;"Hipotecada";6.0;"wSPtI9eX-bbmq";"Educativo";"B";25000;10.74;0;0.24;"z5fwSjZM-0Ehc";"nao";3
"ftY3awrd-Bywe";22;37000;"Alugada";6.0;"XD7pcpR1-g2Kc";"Pessoal";"A";6800;7.14;0;0.18;"ugYfe3Ng-GpW3";"nao";2
"zvazHU4O-qMrW";24;75000;"Alugada";0.0;"TMtBy0Gm-wcUv";"Empreendimento";"A";12000;6.62;0;0.16;"DHc1PRvp-LkZK";"nao";2
"gblw1Cdy-vP1A";26;75000;"Alugada";3.0;"LupML9jX-asbo";"Educativo";"A";20000;0.0;0;0.27;"jiaThyOR-ti1q";"nao";3
"uZuX1g0d-LCu2";33;50000;"Alugada";1.0;"CnCwPL6P-cQwm";"Melhora do lar";"A";9000;7.51;0;0.18;"AOFfLcEk-gvxn";"nao";9
"uNztnkfZ-Seyc";26;37850;"Alugada";1.0;"Yudbt1kM-1QXP";"Pessoal";"B";6400;9.88;0;0.17;"RC1T3rMF-yGCv";"nao";2
"GpuZ0YWO-HmNs";25;30000;"Hipotecada";6.0;"yzXwEFGG-xknU";"Pessoal";"A";4000;7.14;0;0.13;"TbuBQUpn-UEiS";"nao";2
"3PJ9U3em-mu9I";23;78000;"Hipotecada";7.0;"9e9ZyPuf-5xYc";"Educativo";"A";12400;7.29;0;0.16;"LmTKNjs9-pQzt";"nao";3
"Cv7BUknC-d14v";27;40000;"Alugada";1.0;"2MNKPIOF-Uhhx";"Pagamento de debitos";"B";6000;11.99;0;0.15;"8RurBPga-ZQij";"nao";6
"g3C1uRxg-itZC";30;230000;"Hipotecada";14.0;"ulzRdPCJ-HYhB";"Pagamento de debitos";"C";12000;13.98;0;0.05;"7L4ZthIc-tYFx";"sim";10
"ZxfdndJ7-Iobp";22;28800;"Alugada";5.0;"cDj6hdjw-YR38";"Medico";"B";9000;10.99;1;0.31;"o5JZix3J-u8aB";"nao";2
"nJ0b4saS-FJh3";41;42000;"Alugada";2.0;"UC0nDbku-lYTR";"Empreendimento";"A";5000;7.49;0;0.12;"fX0Bj4Pq-4F2B";"nao";15
"6yz5hTge-roTB";25;99996;"Hipotecada";6.0;"RcHSLkc2-3zoJ";"Medico";"B";8000;0.0;0;0.08;"rMH6phYi-b2CD";"nao";4
"9MTRsgA5-eU0J";32;12000;"Alugada";2.0;"91CN96nz-5Ijc";"Medico";"B";3200;0.0;1;0.27;"9Wsvh3lg-gyE1";"nao";7
"sbcohekM-osaa";27;40000;"Alugada";4.0;"yxKBDj8y-Fjxe";"Empreendimento";"D";10000;0.0;0;0.25;"O4ucudFd-ABAK";"sim";10
"Nu0P10J0-PBJC";27;54400;"Hipotecada";11.0;"ssYFDnhD-TyHC";"Medico";"D";11000;15.33;1;0.17;"cND6TCqh-BJPy";"sim";10
"429DFrby-GZWB";26;83000;"Hipotecada";2.0;"A6txwmwq-ptyS";"Medico";"B";25000;10.99;0;0.3;"ZrTtExIZ-0zQs";"nao";3
"m530QKxH-j3FM";22;58000;"Alugada";3.0;"yN7jcW6m-l7l9";"Pessoal";"B";1800;12.18;0;0.03;"JvfWoNhQ-XWwN";"nao";2
"1femkUJT-4zrK";24;60000;"Hipotecada";9.0;"luyjgZdT-2zTX";"Melhora do lar";"B";1500;12.42;0;0.03;"BC81xGZt-A8eA";"nao";2
"jfLkIAXY-ABcq";26;38400;"Propria";1.0;"iJx1CJLH-ntXO";"Pessoal";"B";15500;11.99;0;0.4;"92vvwHFi-Mnlq";"nao";3
"MjWQmYbp-tckJ";21;31000;"Alugada";6.0;"jLN15awM-lbfI";"Medico";"A";6000;6.03;0;0.19;"yqFzPxD0-Dlmb";"nao";3
"FH4NXOgk-vKqt";44;49510;"Hipotecada";5.0;"4Qq0gWdG-2fap";"Melhora do lar";"B";4000;10.62;0;0.08;"2Dg2Hzn9-hgoS";"nao";14
"MzH4m9Qq-sQvx";25;68000;"Alugada";1.0;"GyqHYHDD-0nfC";"Pagamento de debitos";"C";10000;14.26;0;0.15;"4u3EPfU4-Jn5X";"nao";4
"FykWErI9-Ymv1";25;80004;"Alugada";9.0;"x2IXAyYD-G0oA";"Empreendimento";"C";20000;14.26;0;0.25;"b1q0I9Ox-7JFn";"nao";2
"YgZhwN7W-QXry";22;48000;"Alugada";2.0;"QkKyU4Q5-aAhz";"Pagamento de debitos";"A";9000;7.88;0;0.19;"d1MthkRf-8j00";"nao";2
"pJi3yNTL-7lUA";33;54000;"Hipotecada";7.0;"dE6ylTr0-GYCh";"Empreendimento";"C";7500;13.22;0;0.14;"DxxwJrsj-E8o1";"nao";10
"Jh8859NW-cKUe";23;95000;"Alugada";6.0;"ukp1cd1P-zgYx";"Pagamento de debitos";"B";12000;11.71;0;0.13;"TcH6GUEy-Yxkg";"nao";3
"q3gj1DI9-Mwkm";26;75873;"Hipotecada";6.0;"EtWk4uj2-1ekh";"Pessoal";"B";1200;10.25;0;0.02;"NoYFIS7Q-mxgt";"nao";2
"t7AuTvGp-sAqo";34;25000;"Alugada";0.0;"aLYnlkO9-3UWk";"Medico";"A";10000;7.29;1;0.4;"OLsUanOt-OHfn";"nao";9
"eKmLueYk-IjlL";21;34000;"Outros Casos";3.0;"SpAEhHwa-Q1YS";"Empreendimento";"E";9600;15.68;1;0.28;"rSdvdZeZ-cxR7";"sim";2
"Q8YyEomw-wqUf";31;95000;"Hipotecada";1.0;"P3bkWQYA-ePum";"Pagamento de debitos";"B";25000;10.08;0;0.26;"DJ6T4YiD-Uv65";"nao";6
"RH7QFiqn-Y0Zb";30;522000;"Hipotecada";11.0;"JDq6Z5jq-KXik";"Melhora do lar";"A";2500;7.43;0;0.0;"qjLATzUn-7NTY";"nao";9
"DYDPEUcQ-PhL3";26;25000;"Hipotecada";10.0;"wnKi7Ak3-0kBG";"Medico";"A";7000;6.99;0;0.28;"KQ3snuO3-IdWs";"nao";2
"jtjwMU9y-sNKa";20;122667;"Alugada";0.0;"nm9wnzGz-9RPU";"Pagamento de debitos";"D";18400;9.63;0;0.15;"LCSxJwi2-oaYR";"nao";9
"mU1BjxyK-f2Ao";27;80500;"Alugada";2.0;"ENn310FX-qBiC";"Pessoal";"A";8000;8.49;0;0.1;"lhqJ4Nh4-hnoz";"nao";9
"XU1jYotp-w3v1";34;87600;"Hipotecada";15.0;"gCmDGWk1-qzu6";"Educativo";"A";15000;8.49;0;0.17;"ZtGBaLPt-4HJ2";"nao";6
"idvqNppU-PdYg";28;110000;"Hipotecada";12.0;"NadyO4Il-3r7I";"Pessoal";"A";5000;9.63;0;0.05;"G6emE6Cp-xDBz";"nao";9
"wKOt7YvY-Ws8y";26;62000;"Alugada";10.0;"g06lGx0d-bDHu";"Empreendimento";"B";12000;12.69;0;0.19;"Jg6hzsIU-rlKR";"nao";3
"ZQN4ad2i-Tgj9";20;12000;"Alugada";0.0;"u1xIxuLL-yORc";"Empreendimento";"B";6350;0.0;1;0.35;"6Zds0aOK-LFKW";"nao";5
"c7oX7oWG-4sj1";54;154000;"Hipotecada";1.0;"mLhRmSUc-UsTE";"Pessoal";"B";12000;12.69;0;0.08;"xTUl8XZ0-2chf";"nao";26
"pMcZxW5W-YEpG";22;80000;"Hipotecada";0.0;"NgiEyYwN-CDXu";"Pagamento de debitos";"A";10000;8.32;0;0.13;"Sn7SoGdF-7t24";"nao";2
"oaCBaXRR-Yg64";30;150000;"Alugada";2.0;"deDI1e33-E6cd";"Empreendimento";"B";21000;12.62;0;0.14;"xG2NIf7d-DtfU";"nao";9
"q74EojyX-pYLQ";25;50000;"Hipotecada";0.0;"3a7NHDm5-pj3j";"Empreendimento";"A";2600;6.03;0;0.05;"QkNHcFN7-yU46";"nao";3
"A4ZXx4Wk-blde";27;65000;"Alugada";12.0;"1dCN7Ij4-XEKE";"Pagamento de debitos";"C";5000;13.99;0;0.08;"SXjzNgJ2-RKCd";"sim";9
"qoSIA8Hx-7Gg0";24;50000;"Alugada";1.0;"1YpA7MsM-iCDD";"Melhora do lar";"A";4000;5.42;0;0.08;"u1HMF6vM-wEHY";"nao";2
"SAyHylRg-oORh";35;24996;"Alugada";2.0;"0Ao72EKm-p8JQ";"Pagamento de debitos";"B";6200;0.0;0;0.25;"e8RcWq58-zdlF";"nao";5
"he9oUx1Z-k4jS";24;41000;"Alugada";3.0;"0YWxBlAd-dnCE";"Educativo";"B";7200;12.53;0;0.18;"KUCTFAY7-jXgW";"nao";2
"3kHGuBcS-O4ow";22;60000;"Alugada";6.0;"DFYIe8QQ-mQOq";"Empreendimento";"B";2000;10.99;0;0.05;"pknlW07u-m6M4";"";9
"UeXit1LC-ZwGQ";24;40000;"Hipotecada";5.0;"6qdp3hYi-vSOu";"Pagamento de debitos";"B";3000;11.99;0;0.07;"0lFvCEFC-KpLh";"nao";4
"7eyN3q2a-p0Kf";24;72000;"Alugada";4.0;"jJwHsleT-Wr4e";"Empreendimento";"A";18000;7.88;0;0.25;"Zd9HzdWF-ao3G";"nao";2
"7plp8lUC-24Ld";27;120000;"Hipotecada";2.0;"1KynWv5c-7j80";"Educativo";"A";7000;7.14;0;0.06;"Y3IIO6BT-K7kd";"nao";10
"ksK3RAAW-cx7h";28;60000;"Alugada";8.0;"vGAjIoxa-trmT";"Educativo";"A";10000;8.9;0;0.17;"GBZq2JaA-odud";"nao";9
"jTBUztFh-sSKn";34;62100;"Alugada";1.0;"avOazC21-YGLG";"Educativo";"B";10500;11.26;0;0.17;"zggvyTzl-AqPG";"nao";5
"2TICsx6X-eH9t";21;49000;"Alugada";2.0;"8jA6y82g-OTz8";"Pessoal";"D";16950;18.25;1;0.35;"a2BdKMsy-RXjx";"sim";4
"xkFrpCtk-4kXc";24;70000;"Hipotecada";6.0;"JhYld1sA-ntGj";"Empreendimento";"A";6000;7.88;0;0.09;"YceaHBRC-Fach";"nao";3
"Gguft4MJ-0tNH";23;75000;"Propria";5.0;"RCDzRmma-oBEW";"Empreendimento";"D";12500;15.33;0;0.17;"RYBM4Z0r-nZ25";"sim";3
"CSvKYIdA-hkcI";25;129600;"Hipotecada";0.0;"Qgn85ssN-QICT";"Pessoal";"B";3000;11.12;0;0.02;"sGk6ipO2-Kan3";"nao";3
"leFkUbd1-aYe6";31;96588;"Alugada";2.0;"i7kQ2hFZ-w0F7";"Melhora do lar";"B";20000;10.95;0;0.21;"XAGwsLXB-U2rj";"nao";9
"WRzjj0aD-XyKa";24;75000;"Hipotecada";0.0;"zdX0hfy0-aaLQ";"Educativo";"B";7000;11.99;0;0.09;"AzI4zOmY-DnEn";"nao";3
"3EK38r1X-Kaid";26;30000;"Propria";3.0;"aFMcM09m-dgCi";"Educativo";"B";7500;11.14;0;0.25;"e7kCCcCU-oeYw";"nao";3
"8cdOOS8v-TIdh";23;19200;"Propria";0.0;"D3ibsUMX-pzjR";"Pessoal";"A";6000;6.54;1;0.31;"DQml3zlT-RveX";"nao";2
"a7Grs2fc-guBt";29;55000;"Hipotecada";1.0;"25cwXKPq-IwLg";"Empreendimento";"A";12625;7.9;0;0.23;"ckWELB4R-aSer";"nao";6
"SwH8aOdB-mDks";29;59000;"Alugada";3.0;"3RHWP134-PBF9";"Melhora do lar";"B";7500;9.99;1;0.13;"TMwsDhfF-KneY";"nao";8
"x3EKRbpp-Z77c";30;70000;"Alugada";2.0;"ZYDemGey-ajCW";"Medico";"C";8000;13.11;0;0.11;"8ca8bkgb-Ie92";"sim";6
"dvwzRC6O-T6zH";25;62000;"Alugada";3.0;"P4YzJjuk-5dDA";"Medico";"A";20000;6.54;1;0.32;"pkdHvIro-tzy4";"nao";3
"gKCEwAot-yhns";46;56500;"Alugada";4.0;"FEFr3yqu-gdHB";"Melhora do lar";"B";12000;10.37;0;0.21;"Cdy049tb-3U2k";"nao";14
"n0yCBZWr-xhkC";28;80000;"Alugada";5.0;"i4Z6MF2J-H7B2";"Pagamento de debitos";"B";2200;9.99;0;0.03;"jpdT5aRG-QYvZ";"nao";6
"oXYFlxU7-J1tO";36;34000;"Alugada";2.0;"14D5BlPi-59HN";"Pessoal";"C";6000;13.57;0;0.18;"2KwBgaEM-ttNu";"nao";16
"Kvp847J1-9cQZ";25;90000;"Hipotecada";2.0;"F2Y45YWM-cNSX";"Medico";"B";9500;11.71;0;0.11;"rNlKSf3m-x5Er";"nao";4
"qkx5w4gg-ywjU";24;70000;"Alugada";8.0;"zGYaN1Hv-hljZ";"Educativo";"B";24000;10.99;1;0.34;"ke9rHNmb-znGu";"nao";4
"GCbHhTnT-aZ2F";42;42000;"Alugada";11.0;"Z5ewyDwT-LlS2";"Empreendimento";"C";9600;13.23;0;0.23;"MTbZUkEL-Ei4z";"nao";15
"JzM3N95E-5Qtj";23;24000;"Alugada";2.0;"5bX3TqzX-MRmo";"Pagamento de debitos";"B";4000;0.0;0;0.17;"0XcnEc7x-C8C0";"nao";4
"5fTjCPXi-Gsgc";22;60000;"Alugada";5.0;"qYRTl9nv-HDpy";"Pessoal";"D";10900;15.65;0;0.18;"qj4cOHU7-HmHU";"nao";2
"EWYCvolO-0Uom";23;55200;"Hipotecada";7.0;"F4315PkF-ueyz";"Educativo";"B";4000;10.08;0;0.07;"qSjhRvOd-ilyL";"nao";4
"lAfHzc0D-IaXd";23;49000;"Outros Casos";0.0;"QaaGlfhi-dwyh";"Pessoal";"A";5600;0.0;0;0.23;"pIZIxmzZ-Rwvo";"nao";4
"EXDi7sjD-rWL3";24;41500;"Hipotecada";8.0;"mCcCLp7C-5gaH";"Educativo";"A";8500;7.14;0;0.2;"BX6iLJZD-Z76S";"nao";4
"Yc4t4ymm-QfAc";26;87300;"Hipotecada";0.0;"y33UF4Ei-v5vq";"Empreendimento";"C";6000;10.28;0;0.07;"kAKpYG8C-qbyk";"sim";4
"rXy5DpEI-Wh7t";30;74400;"Propria";8.0;"ULDF2fUz-YGP1";"Empreendimento";"A";7500;0.0;0;0.1;"rWla416l-cbmo";"nao";7
"BTv0dlFh-P9t3";33;62800;"Alugada";3.0;"FHcSocDI-7Wnh";"Pessoal";"C";16000;13.11;0;0.25;"Zb7ml1ZB-isBN";"sim";5
"7n4qCAfN-WL1y";24;46000;"Hipotecada";2.0;"LWd4oLIH-Ur0J";"Pessoal";"B";15250;12.53;1;0.33;"OJ9MtkoW-Jru2";"nao";2
"tfakye9W-q51R";23;36000;"Alugada";2.0;"iA51LLg0-9DUm";"Empreendimento";"C";17500;14.22;1;0.49;"hYaWZk0d-TzQ8";"nao";4
"rkEE6fL5-YeRh";33;36000;"Alugada";9.0;"f2DvNzIt-vGWx";"Pessoal";"A";12000;7.29;1;0.33;"elWHYxRj-DpYN";"nao";6
"tpNR7NCG-yuIq";29;72000;"Hipotecada";7.0;"OnTARoGR-Mdt1";"Medico";"A";24000;7.88;0;0.33;"eEbKHxiA-nI2C";"nao";9
"UaGS87iu-3Gxq";23;130000;"Propria";7.0;"uEgtWt1Y-GGHf";"Empreendimento";"D";22600;14.96;0;0.17;"aP7zKN3C-0kmn";"sim";2
"mQWsK2Tc-d2j4";22;87000;"Alugada";6.0;"LzSM5RC0-LupO";"Pessoal";"B";15000;10.62;0;0.17;"pCppQWq6-7WER";"nao";2
"2BFtOY4Y-QRmR";27;72000;"Hipotecada";11.0;"k3LNExb3-T10S";"Medico";"B";6150;0.0;0;0.09;"cLS8WAul-zGht";"nao";5
"aGCdSaA9-1BEN";24;46800;"Hipotecada";8.0;"OFg1ShgL-1EdJ";"Empreendimento";"C";6000;14.22;0;0.13;"ATkHee8e-GrDO";"sim";4
"iFpu8EJX-Hk7q";22;95000;"Hipotecada";0.0;"5dDH1g15-OQ1t";"Medico";"A";23750;6.92;0;0.25;"GHJLEcQw-YLb2";"nao";7
"BCvpLAnj-gT0r";46;35004;"Alugada";0.0;"DrrDeWB3-s7kA";"Pessoal";"C";4500;12.68;0;0.13;"cy2fBdkc-Kmnb";"nao";13
